"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 28, 2020","1,583.60","1,667.10","1,667.10","1,582.00","6.31K","-4.68%"
"Mar 02, 2020","1,609.70","1,609.10","1,626.00","1,593.90","2.37K","1.65%"
"Mar 03, 2020","1,658.80","1,606.50","1,663.80","1,606.50","3.14K","3.05%"
"Mar 04, 2020","1,656.50","1,660.10","1,661.10","1,647.30","3.92K","-0.14%"
"Mar 05, 2020","1,680.40","1,653.40","1,687.20","1,653.00","2.37K","1.44%"
"Mar 06, 2020","1,683.00","1,683.60","1,703.60","1,657.70","4.50K","0.15%"
"Mar 09, 2020","1,684.10","1,700.00","1,712.10","1,668.10","3.54K","0.07%"
"Mar 10, 2020","1,669.00","1,675.00","1,679.30","1,651.50","3.67K","-0.90%"
"Mar 11, 2020","1,650.80","1,657.90","1,677.60","1,641.70","4.20K","-1.09%"
"Mar 12, 2020","1,598.80","1,648.60","1,655.20","1,568.70","3.05K","-3.15%"
"Mar 13, 2020","1,524.90","1,592.60","1,604.20","1,514.30","2.51K","-4.62%"
"Mar 16, 2020","1,493.80","1,573.00","1,578.60","1,458.80","2.74K","-2.04%"
"Mar 17, 2020","1,534.10","1,504.50","1,561.50","1,476.30","3.41K","2.70%"
"Mar 18, 2020","1,487.10","1,547.00","1,551.10","1,485.20","2.49K","-3.06%"
"Mar 19, 2020","1,489.40","1,496.60","1,508.00","1,476.90","2.21K","0.15%"
"Mar 20, 2020","1,495.10","1,468.00","1,530.00","1,468.00","4.16K","0.38%"
"Mar 23, 2020","1,581.40","1,520.00","1,583.70","1,498.90","3.14K","5.77%"
"Mar 24, 2020","1,663.00","1,578.00","1,691.40","1,578.00","9.56K","5.16%"
"Mar 25, 2020","1,633.30","1,688.00","1,695.00","1,607.50","5.34K","-1.79%"
"Mar 26, 2020","1,662.00","1,639.60","1,678.00","1,615.00","7.61K","1.76%"
"Mar 27, 2020","1,655.00","1,653.60","1,659.30","1,631.90","6.37K","-0.42%"
"Mar 30, 2020","1,644.10","1,665.70","1,672.50","1,634.60","2.89K","-0.66%"
"Mar 31, 2020","1,597.60","1,640.10","1,642.20","1,590.80","3.35K","-2.83%"
"Apr 01, 2020","1,592.50","1,580.00","1,611.00","1,577.70","3.25K","-0.32%"
"Apr 02, 2020","1,638.90","1,607.00","1,645.20","1,596.70","3.42K","2.91%"
"Apr 03, 2020","1,646.50","1,639.00","1,651.50","1,625.30","3.02K","0.46%"
"Apr 06, 2020","1,693.10","1,649.50","1,713.50","1,640.00","4.04K","2.83%"
"Apr 07, 2020","1,683.70","1,713.10","1,740.80","1,674.30","7.05K","-0.56%"
"Apr 08, 2020","1,684.10","1,680.10","1,693.90","1,673.90","3.33K","0.02%"
"Apr 09, 2020","1,753.60","1,679.20","1,754.30","1,679.20","9.30K","4.13%"
"Apr 10, 2020","1,740.60","1,740.60","1,740.60","1,740.60","-","-0.74%"
"Apr 13, 2020","1,762.70","1,741.60","1,773.50","1,725.00","4.15K","1.27%"
"Apr 14, 2020","1,771.20","1,768.00","1,789.50","1,750.00","7.09K","0.48%"
"Apr 15, 2020","1,744.70","1,760.70","1,762.70","1,736.40","3.86K","-1.50%"
"Apr 16, 2020","1,736.30","1,744.00","1,771.20","1,727.60","3.83K","-0.48%"
"Apr 17, 2020","1,702.70","1,740.70","1,741.30","1,695.50","4.41K","-1.94%"
"Apr 20, 2020","1,715.30","1,697.20","1,722.00","1,689.20","2.52K","0.74%"
"Apr 21, 2020","1,692.10","1,717.60","1,720.80","1,670.30","2.73K","-1.35%"
"Apr 22, 2020","1,743.50","1,707.60","1,747.10","1,700.00","2.50K","3.04%"
"Apr 23, 2020","1,751.00","1,741.40","1,769.20","1,736.00","3.79K","0.43%"
"Apr 24, 2020","1,741.70","1,754.40","1,765.50","1,733.00","2.26K","-0.53%"
"Apr 27, 2020","1,731.40","1,746.70","1,753.00","1,726.80","2.90K","-0.59%"
"Apr 28, 2020","1,731.20","1,731.80","1,740.00","1,712.70","3.06K","-0.01%"
"Apr 29, 2020","1,722.40","1,735.00","1,741.80","1,718.00","1.90K","-0.51%"
"Apr 30, 2020","1,704.90","1,737.00","1,745.00","1,697.70","3.80K","-1.02%"
"May 01, 2020","1,712.00","1,705.70","1,723.10","1,688.00","2.33K","0.42%"
"May 04, 2020","1,725.90","1,722.90","1,735.50","1,711.80","3.35K","0.81%"
"May 05, 2020","1,728.00","1,719.00","1,733.70","1,710.50","8.37K","0.12%"
"May 06, 2020","1,704.40","1,730.50","1,733.40","1,698.80","5.81K","-1.37%"
"May 07, 2020","1,743.70","1,706.40","1,750.50","1,704.50","8.26K","2.31%"
"May 08, 2020","1,735.20","1,743.50","1,752.70","1,724.50","8.13K","-0.49%"
"May 11, 2020","1,720.90","1,727.70","1,734.20","1,714.20","6.37K","-0.82%"
"May 12, 2020","1,728.00","1,721.10","1,737.20","1,717.00","5.81K","0.41%"
"May 13, 2020","1,737.30","1,726.60","1,744.50","1,721.00","6.18K","0.54%"
"May 14, 2020","1,762.00","1,743.30","1,765.10","1,735.00","4.05K","1.42%"
"May 15, 2020","1,778.70","1,760.10","1,783.00","1,758.00","5.54K","0.95%"
"May 18, 2020","1,760.60","1,780.00","1,800.00","1,756.20","4.07K","-1.02%"
"May 19, 2020","1,773.40","1,763.00","1,779.60","1,754.20","4.33K","0.73%"
"May 20, 2020","1,781.70","1,777.70","1,785.10","1,773.00","4.20K","0.47%"
"May 21, 2020","1,750.40","1,778.80","1,779.80","1,743.80","5.87K","-1.76%"
"May 22, 2020","1,765.60","1,755.90","1,768.30","1,750.60","8.36K","0.87%"
"May 24, 2020","1,730.65","1,735.45","1,735.90","1,729.80","-","-1.98%"
"May 25, 2020","1,727.00","1,730.55","1,731.35","1,719.25","-","-0.21%"
"May 26, 2020","1,740.50","1,761.00","1,768.00","1,734.80","6.03K","0.78%"
"May 27, 2020","1,740.50","1,738.80","1,743.30","1,714.80","6.08K","0.00%"
"May 28, 2020","1,742.70","1,737.50","1,757.30","1,734.30","4.17K","0.13%"
"May 29, 2020","1,765.70","1,748.70","1,767.10","1,740.70","6.42K","1.32%"
"Jun 01, 2020","1,763.70","1,763.10","1,774.50","1,751.60","3.29K","-0.11%"
"Jun 02, 2020","1,749.70","1,766.20","1,771.00","1,743.40","4.99K","-0.79%"
"Jun 03, 2020","1,723.50","1,750.30","1,754.10","1,707.50","7.57K","-1.50%"
"Jun 04, 2020","1,746.40","1,721.00","1,747.30","1,718.50","5.81K","1.33%"
"Jun 05, 2020","1,701.90","1,740.20","1,741.90","1,690.10","9.81K","-2.55%"
"Jun 08, 2020","1,723.80","1,706.10","1,726.00","1,700.10","4.83K","1.29%"
"Jun 09, 2020","1,740.30","1,724.90","1,747.50","1,715.90","6.82K","0.96%"
"Jun 10, 2020","1,739.00","1,737.70","1,767.00","1,732.80","8.14K","-0.07%"
"Jun 11, 2020","1,757.60","1,764.90","1,772.60","1,746.00","6.57K","1.07%"
"Jun 12, 2020","1,755.20","1,751.70","1,770.50","1,746.90","3.61K","-0.14%"
"Jun 15, 2020","1,744.90","1,759.10","1,759.60","1,724.60","4.43K","-0.59%"
"Jun 16, 2020","1,754.40","1,751.40","1,757.50","1,739.80","4.23K","0.54%"
"Jun 17, 2020","1,753.40","1,751.50","1,756.80","1,735.60","3.83K","-0.06%"
"Jun 18, 2020","1,747.90","1,752.90","1,765.20","1,739.60","4.78K","-0.31%"
"Jun 19, 2020","1,768.60","1,746.60","1,775.60","1,745.50","8.36K","1.18%"
"Jun 22, 2020","1,781.70","1,780.30","1,793.60","1,769.00","5.87K","0.74%"
"Jun 23, 2020","1,797.10","1,780.00","1,801.50","1,774.00","4.07K","0.86%"
"Jun 24, 2020","1,792.60","1,800.40","1,810.70","1,787.80","8.73K","-0.25%"
"Jun 25, 2020","1,788.40","1,789.30","1,796.60","1,781.60","6.30K","-0.23%"
"Jun 26, 2020","1,798.50","1,792.50","1,804.00","1,772.00","4.76K","0.56%"
"Jun 29, 2020","1,800.10","1,807.30","1,808.60","1,795.30","4.16K","0.09%"
"Jun 30, 2020","1,820.40","1,803.70","1,823.50","1,794.00","8.60K","1.13%"
"Jul 01, 2020","1,801.90","1,817.50","1,827.10","1,789.80","15.52K","-1.02%"
"Jul 02, 2020","1,812.00","1,802.20","1,813.90","1,788.30","11.53K","0.56%"
"Jul 03, 2020","1,787.60","1,786.90","1,788.70","1,783.65","-","-1.35%"
"Jul 06, 2020","1,816.10","1,809.30","1,821.30","1,801.60","10.49K","1.59%"
"Jul 07, 2020","1,834.30","1,817.20","1,835.00","1,804.80","18.51K","1.00%"
"Jul 08, 2020","1,850.60","1,832.60","1,857.00","1,829.10","58.42K","0.89%"
"Jul 09, 2020","1,833.50","1,849.80","1,854.60","1,829.60","48.72K","-0.92%"
"Jul 10, 2020","1,831.30","1,837.00","1,846.30","1,825.50","40.13K","-0.12%"
"Jul 13, 2020","1,843.70","1,831.60","1,847.70","1,831.60","36.09K","0.68%"
"Jul 14, 2020","1,841.50","1,834.20","1,843.00","1,819.30","40.63K","-0.12%"
"Jul 15, 2020","1,841.60","1,839.70","1,847.20","1,831.90","13.32K","0.01%"
"Jul 16, 2020","1,826.50","1,840.70","1,843.70","1,819.90","18.23K","-0.82%"
"Jul 17, 2020","1,833.70","1,822.90","1,837.60","1,821.00","16.39K","0.39%"
"Jul 20, 2020","1,840.10","1,835.50","1,846.10","1,830.70","19.19K","0.35%"
"Jul 21, 2020","1,869.60","1,842.50","1,870.50","1,839.90","31.69K","1.60%"
"Jul 22, 2020","1,892.60","1,867.80","1,899.00","1,867.80","49.86K","1.23%"
"Jul 23, 2020","1,917.40","1,900.00","1,927.10","1,890.40","72.36K","1.31%"
"Jul 24, 2020","1,925.20","1,912.30","1,933.60","1,908.00","66.45K","0.41%"
"Jul 27, 2020","1,955.40","1,929.00","1,971.30","1,926.80","137.85K","1.57%"
"Jul 28, 2020","1,963.90","1,963.20","2,000.00","1,927.50","161.58K","0.43%"
"Jul 29, 2020","1,976.70","1,971.90","1,998.40","1,955.70","197.82K","0.65%"
"Jul 30, 2020","1,966.80","1,986.40","1,987.30","1,952.30","271.38K","-0.50%"
"Jul 31, 2020","1,985.90","1,973.60","2,005.40","1,971.40","279.32K","0.97%"
"Aug 03, 2020","1,986.30","1,997.40","2,009.50","1,975.20","178.75K","0.02%"
"Aug 04, 2020","2,021.00","1,993.50","2,037.70","1,982.60","274.42K","1.75%"
"Aug 05, 2020","2,049.30","2,037.00","2,070.30","2,027.50","366.38K","1.40%"
"Aug 06, 2020","2,069.40","2,055.00","2,081.80","2,049.00","312.76K","0.98%"
"Aug 07, 2020","2,028.00","2,076.40","2,089.20","2,024.80","398.13K","-2.00%"
"Aug 10, 2020","2,039.70","2,044.80","2,060.80","2,027.80","251.31K","0.58%"
"Aug 11, 2020","1,946.30","2,038.40","2,040.50","1,911.30","565.00K","-4.58%"
"Aug 12, 2020","1,949.00","1,921.60","1,961.00","1,874.20","459.84K","0.14%"
"Aug 13, 2020","1,970.40","1,927.30","1,974.80","1,923.00","349.89K","1.10%"
"Aug 14, 2020","1,953.60","1,965.70","1,969.50","1,940.10","-","-0.85%"
